1.000000e-02 1.443126e+04 1.331004e+04 1.443690e+03 -1.829895e+01 -2.433146e+01 -5.842699e+00  
1.078190e-02 1.484357e+04 1.368532e+04 1.482923e+03 -2.188835e+01 -2.910555e+01 -6.989272e+00  
1.162493e-02 1.521182e+04 1.401898e+04 1.517353e+03 -2.608746e+01 -3.469117e+01 -8.330817e+00  
1.253387e-02 1.552552e+04 1.430242e+04 1.546018e+03 -3.096944e+01 -4.118591e+01 -9.890810e+00  
1.351389e-02 1.578017e+04 1.452790e+04 1.568056e+03 -3.660998e+01 -4.869086e+01 -1.169358e+01  
1.457054e-02 1.596052e+04 1.468477e+04 1.582306e+03 -4.307289e+01 -5.729148e+01 -1.375972e+01  
1.570980e-02 1.605664e+04 1.476272e+04 1.587639e+03 -5.041013e+01 -6.705758e+01 -1.610609e+01  
1.693814e-02 1.609396e+04 1.478515e+04 1.586574e+03 -5.878643e+01 -7.820927e+01 -1.878568e+01  
1.826252e-02 1.603606e+04 1.471843e+04 1.575509e+03 -6.815687e+01 -9.068804e+01 -2.178458e+01  
1.969046e-02 1.584543e+04 1.452860e+04 1.550877e+03 -7.837258e+01 -1.042973e+02 -2.505576e+01  
2.123005e-02 1.555344e+04 1.424424e+04 1.515839e+03 -8.953465e+01 -1.191735e+02 -2.863221e+01  
2.289002e-02 1.512866e+04 1.383742e+04 1.467527e+03 -1.013748e+02 -1.349616e+02 -3.242894e+01  
2.467978e-02 1.459447e+04 1.332981e+04 1.408424e+03 -1.138521e+02 -1.516099e+02 -3.643383e+01  
2.660948e-02 1.399061e+04 1.275820e+04 1.342563e+03 -1.270807e+02 -1.692735e+02 -4.068456e+01  
2.869006e-02 1.331400e+04 1.212033e+04 1.269941e+03 -1.408334e+02 -1.876534e+02 -4.510972e+01  
3.093332e-02 1.256307e+04 1.141544e+04 1.190598e+03 -1.547759e+02 -2.063088e+02 -4.960387e+01  
3.335198e-02 1.176162e+04 1.066634e+04 1.107253e+03 -1.687870e+02 -2.250824e+02 -5.412978e+01  
3.595976e-02 1.094947e+04 9.909276e+03 1.023868e+03 -1.830546e+02 -2.442301e+02 -5.874967e+01  
3.877143e-02 1.016453e+04 9.178697e+03 9.438990e+02 -1.979880e+02 -2.643052e+02 -6.359746e+01  
4.180295e-02 9.429720e+03 8.495548e+03 8.694283e+02 -2.140342e+02 -2.859133e+02 -6.882003e+01  
4.507150e-02 8.762479e+03 7.873935e+03 8.017065e+02 -2.318127e+02 -3.098942e+02 -7.462105e+01  
4.859562e-02 8.183654e+03 7.332409e+03 7.421512e+02 -2.524313e+02 -3.377458e+02 -8.136332e+01  
5.239529e-02 7.698781e+03 6.875406e+03 6.906182e+02 -2.771103e+02 -3.711253e+02 -8.944916e+01  
5.649205e-02 7.283532e+03 6.475955e+03 6.442479e+02 -3.059907e+02 -4.102546e+02 -9.893616e+01  
6.090914e-02 6.906298e+03 6.109749e+03 6.007027e+02 -3.389790e+02 -4.550478e+02 -1.098086e+02  
6.567159e-02 6.523104e+03 5.739324e+03 5.571141e+02 -3.742765e+02 -5.031331e+02 -1.214995e+02  
7.080642e-02 6.090663e+03 5.329480e+03 5.118980e+02 -4.083628e+02 -5.498132e+02 -1.328790e+02  
7.634274e-02 5.594243e+03 4.874155e+03 4.663851e+02 -4.378690e+02 -5.905669e+02 -1.428564e+02  
8.231194e-02 5.024225e+03 4.372220e+03 4.231625e+02 -4.577692e+02 -6.185987e+02 -1.497859e+02  
8.874787e-02 4.429459e+03 3.867785e+03 3.865790e+02 -4.677911e+02 -6.334857e+02 -1.535585e+02  
9.568703e-02 3.883261e+03 3.416641e+03 3.584814e+02 -4.735047e+02 -6.427150e+02 -1.559824e+02  
1.031687e-01 3.446750e+03 3.055019e+03 3.358098e+02 -4.852915e+02 -6.603794e+02 -1.604781e+02  
1.112355e-01 3.137624e+03 2.779991e+03 3.116026e+02 -5.138677e+02 -7.011730e+02 -1.706306e+02  
1.199329e-01 2.909520e+03 2.549096e+03 2.817059e+02 -5.598366e+02 -7.661282e+02 -1.867177e+02  
1.293104e-01 2.687770e+03 2.322496e+03 2.519566e+02 -6.087948e+02 -8.357094e+02 -2.040009e+02  
1.394211e-01 2.426368e+03 2.100381e+03 2.371581e+02 -6.376728e+02 -8.782081e+02 -2.147353e+02  
1.503224e-01 2.147428e+03 1.916498e+03 2.455592e+02 -6.375964e+02 -8.810948e+02 -2.158191e+02  
1.620760e-01 1.907111e+03 1.777202e+03 2.607115e+02 -6.309228e+02 -8.749469e+02 -2.147024e+02  
1.747487e-01 1.724209e+03 1.627013e+03 2.531291e+02 -6.534265e+02 -9.094326e+02 -2.235805e+02  
1.884122e-01 1.564834e+03 1.447586e+03 2.236933e+02 -7.029978e+02 -9.820258e+02 -2.418849e+02  
2.031440e-01 1.414204e+03 1.315355e+03 2.134515e+02 -7.334783e+02 -1.028407e+03 -2.537935e+02  
2.190278e-01 1.291745e+03 1.281329e+03 2.391167e+02 -7.252240e+02 -1.020609e+03 -2.523509e+02  
2.361534e-01 1.182238e+03 1.226405e+03 2.502928e+02 -7.296293e+02 -1.030596e+03 -2.553044e+02  
2.546182e-01 1.060104e+03 1.089846e+03 2.277064e+02 -7.676356e+02 -1.088220e+03 -2.700841e+02  
2.745266e-01 9.701595e+02 1.030186e+03 2.303289e+02 -7.815634e+02 -1.111898e+03 -2.764659e+02  
2.959917e-01 9.098419e+02 1.028279e+03 2.497450e+02 -7.763981e+02 -1.108377e+03 -2.760826e+02  
3.191352e-01 8.220954e+02 9.407267e+02 2.373363e+02 -7.990687e+02 -1.144555e+03 -2.855856e+02  
3.440882e-01 7.613527e+02 9.031525e+02 2.397384e+02 -8.070962e+02 -1.159769e+03 -2.898614e+02  
3.709923e-01 7.125967e+02 8.922571e+02 2.458474e+02 -8.090997e+02 -1.166221e+03 -2.919363e+02  
4.000000e-01 6.523561e+02 8.266176e+02 2.384616e+02 -8.211663e+02 -1.187093e+03 -2.976119e+02  
