1.000000e-02 3.194581e+04 1.953996e+04 1.422220e+03 -3.594820e+01 -3.076309e+01 -5.861913e+00  
1.078190e-02 3.290518e+04 2.013119e+04 1.462929e+03 -4.308827e+01 -3.692708e+01 -7.042018e+00  
1.162493e-02 3.377616e+04 2.066925e+04 1.499243e+03 -5.147536e+01 -4.418801e+01 -8.434237e+00  
1.253387e-02 3.453900e+04 2.114137e+04 1.530234e+03 -6.127236e+01 -5.269684e+01 -1.006855e+01  
1.351389e-02 3.517698e+04 2.153715e+04 1.554998e+03 -7.265265e+01 -6.261672e+01 -1.197760e+01  
1.457054e-02 3.566209e+04 2.184066e+04 1.572373e+03 -8.577295e+01 -7.410059e+01 -1.419251e+01  
1.570980e-02 3.597221e+04 2.203661e+04 1.581149e+03 -1.007739e+02 -8.729172e+01 -1.674304e+01  
1.693814e-02 3.616328e+04 2.215903e+04 1.583735e+03 -1.180313e+02 -1.025430e+02 -1.969974e+01  
1.826252e-02 3.615234e+04 2.215656e+04 1.576368e+03 -1.375120e+02 -1.198583e+02 -2.306687e+01  
1.969046e-02 3.585407e+04 2.197594e+04 1.555429e+03 -1.589791e+02 -1.390675e+02 -2.681556e+01  
2.123005e-02 3.533576e+04 2.165928e+04 1.523660e+03 -1.827080e+02 -1.604510e+02 -3.100414e+01  
2.289002e-02 3.452468e+04 2.115910e+04 1.478137e+03 -2.082287e+02 -1.836391e+02 -3.556585e+01  
2.467978e-02 3.346622e+04 2.050507e+04 1.421133e+03 -2.355333e+02 -2.086650e+02 -4.051162e+01  
2.660948e-02 3.224954e+04 1.974912e+04 1.356479e+03 -2.649404e+02 -2.358549e+02 -4.590967e+01  
2.869006e-02 3.086280e+04 1.888452e+04 1.283848e+03 -2.960605e+02 -2.649046e+02 -5.170563e+01  
3.093332e-02 2.929743e+04 1.790689e+04 1.203605e+03 -3.282623e+02 -2.952834e+02 -5.779987e+01  
3.335198e-02 2.760431e+04 1.684699e+04 1.118497e+03 -3.613410e+02 -3.268291e+02 -6.416351e+01  
3.595976e-02 2.587207e+04 1.576078e+04 1.032479e+03 -3.957421e+02 -3.599614e+02 -7.088118e+01  
3.877143e-02 2.418725e+04 1.469954e+04 9.497051e+02 -4.324009e+02 -3.955481e+02 -7.812608e+01  
4.180295e-02 2.260241e+04 1.369590e+04 8.698636e+02 -4.723597e+02 -4.345687e+02 -8.609496e+01  
4.507150e-02 2.115872e+04 1.276945e+04 7.961795e+02 -5.170826e+02 -4.784064e+02 -9.506620e+01  
4.859562e-02 1.990496e+04 1.194926e+04 7.283201e+02 -5.691753e+02 -5.295292e+02 -1.055368e+02  
5.239529e-02 1.885843e+04 1.123778e+04 6.645541e+02 -6.315973e+02 -5.907770e+02 -1.180824e+02  
5.649205e-02 1.794859e+04 1.059046e+04 6.018206e+02 -7.049267e+02 -6.627969e+02 -1.328442e+02  
6.090914e-02 1.711463e+04 9.969222e+03 5.379584e+02 -7.891851e+02 -7.457057e+02 -1.498565e+02  
6.567159e-02 1.624453e+04 9.321889e+03 4.728545e+02 -8.803300e+02 -8.357423e+02 -1.683700e+02  
7.080642e-02 1.525189e+04 8.614780e+03 4.120130e+02 -9.700790e+02 -9.250206e+02 -1.867941e+02  
7.634274e-02 1.410959e+04 7.864391e+03 3.634241e+02 -1.050077e+03 -1.005440e+03 -2.034789e+02  
8.231194e-02 1.281671e+04 7.111374e+03 3.406212e+02 -1.107712e+03 -1.064692e+03 -2.159083e+02  
8.874787e-02 1.149916e+04 6.440245e+03 3.500656e+02 -1.141558e+03 -1.101109e+03 -2.237125e+02  
